"Win","Date","Team","Opponent","ScoreOff","ScoreDef","Home"
0,2019-11-23,"West Virginia","Oklahoma St.",13,20,1
1,2019-11-29,"West Virginia","Texas Christian",20,17,0
1,2019-08-31,"Texas Christian","Arkansas-Pine Bluff",39,7,1
1,2019-09-14,"Texas Christian","Purdue (IN)",34,13,0
0,2019-09-21,"Texas Christian","Southern Methodist (TX)",38,41,1
1,2019-09-28,"Texas Christian","Kansas",51,14,1
0,2019-10-05,"Texas Christian","Iowa St.",24,49,0
0,2019-10-19,"Texas Christian","Kansas St.",17,24,0
1,2019-10-26,"Texas Christian","Texas",37,27,1
0,2019-11-02,"Texas Christian","Oklahoma St.",27,34,0
0,2019-11-09,"Texas Christian","Baylor (TX)",23,29,1
1,2019-11-16,"Texas Christian","Texas Tech",33,31,0
0,2019-11-23,"Texas Christian","Oklahoma",24,28,0
0,2019-11-29,"Texas Christian","West Virginia",17,20,1
1,2019-08-31,"Texas Tech","Montana St.",45,10,1
1,2019-09-07,"Texas Tech","Texas-El Paso",38,3,1
0,2019-09-14,"Texas Tech","Arizona",14,28,0
0,2019-09-28,"Texas Tech","Oklahoma",16,55,0
1,2019-10-05,"Texas Tech","Oklahoma St.",45,35,1
0,2019-10-12,"Texas Tech","Baylor (TX)",30,33,0
0,2019-10-19,"Texas Tech","Iowa St.",24,34,1
0,2019-10-26,"Texas Tech","Kansas",34,37,0
1,2019-11-09,"Texas Tech","West Virginia",38,17,0
0,2019-11-16,"Texas Tech","Texas Christian",31,33,1
0,2019-11-23,"Texas Tech","Kansas St.",27,30,1
0,2019-11-29,"Texas Tech","Texas",24,49,0
1,2019-08-31,"Ohio St.","Florida Atlantic",45,21,1
1,2019-09-07,"Ohio St.","Cincinnati (OH)",42,0,1
1,2019-09-14,"Ohio St.","Indiana",51,10,0
1,2019-09-21,"Ohio St.","Miami (OH)",76,5,1
1,2019-09-28,"Ohio St.","Nebraska",48,7,0
1,2019-10-05,"Ohio St.","Michigan St.",34,10,1
1,2019-10-18,"Ohio St.","Northwestern (IL)",52,3,0
1,2019-10-26,"Ohio St.","Wisconsin",38,7,1
1,2019-11-09,"Ohio St.","Maryland",73,14,1
1,2019-11-16,"Ohio St.","Rutgers (NJ)",56,21,0
1,2019-11-23,"Ohio St.","Penn St.",28,17,1
1,2019-11-30,"Ohio St.","Michigan",56,27,0
1,2019-12-07,"Ohio St.","Wisconsin",34,21,1
0,2019-12-28,"Ohio St.","Clemson (SC)",23,29,1
1,2019-08-31,"Penn St.","Idaho",79,7,1
1,2019-09-07,"Penn St.","Buffalo (NY)",45,13,1
1,2019-09-14,"Penn St.","Pittsburgh (PA)",17,10,1
1,2019-09-27,"Penn St.","Maryland",59,0,0
1,2019-10-05,"Penn St.","Purdue (IN)",35,7,1
1,2019-10-12,"Penn St.","Iowa",17,12,0
1,2019-10-19,"Penn St.","Michigan",28,21,1
1,2019-10-26,"Penn St.","Michigan St.",28,7,0
0,2019-11-09,"Penn St.","Minnesota",26,31,0
1,2019-11-16,"Penn St.","Indiana",34,27,1
0,2019-11-23,"Penn St.","Ohio St.",17,28,0
1,2019-11-30,"Penn St.","Rutgers (NJ)",27,6,1
1,2019-12-28,"Penn St.","Memphis (TN)",53,39,1
1,2019-08-31,"Michigan","Middle Tennessee St.",40,21,1
1,2019-09-07,"Michigan","Army (NY)",24,21,1
0,2019-09-21,"Michigan","Wisconsin",14,35,0
1,2019-09-28,"Michigan","Rutgers (NJ)",52,0,1
1,2019-10-05,"Michigan","Iowa",10,3,1
1,2019-10-12,"Michigan","Illinois",42,25,0
0,2019-10-19,"Michigan","Penn St.",21,28,0
1,2019-10-26,"Michigan","Notre Dame (IN)",45,14,1
1,2019-11-02,"Michigan","Maryland",38,7,0
1,2019-11-16,"Michigan","Michigan St.",44,10,1
1,2019-11-23,"Michigan","Indiana",39,14,0
0,2019-11-30,"Michigan","Ohio St.",27,56,1
0,2020-01-01,"Michigan","Alabama",16,35,1
1,2019-08-31,"Indiana","Ball St. (IN)",34,24,1
1,2019-09-07,"Indiana","Eastern Illinois",52,0,1
0,2019-09-14,"Indiana","Ohio St.",10,51,1
1,2019-09-21,"Indiana","Connecticut",38,3,1
0,2019-09-28,"Indiana","Michigan St.",31,40,0
1,2019-10-12,"Indiana","Rutgers (NJ)",35,0,1
1,2019-10-19,"Indiana","Maryland",34,28,0
1,2019-10-26,"Indiana","Nebraska",38,31,0
1,2019-11-02,"Indiana","Northwestern (IL)",34,3,1
0,2019-11-16,"Indiana","Penn St.",27,34,0
0,2019-11-23,"Indiana","Michigan",14,39,1
1,2019-11-30,"Indiana","Purdue (IN)",44,41,0
0,2020-01-02,"Indiana","Tennessee",22,23,1
1,2019-08-31,"Maryland","Howard (DC)",79,0,1
1,2019-09-07,"Maryland","Syracuse (NY)",63,20,1
0,2019-09-14,"Maryland","Temple (PA)",17,20,0
0,2019-09-27,"Maryland","Penn St.",0,59,1
1,2019-10-05,"Maryland","Rutgers (NJ)",48,7,0
0,2019-10-12,"Maryland","Purdue (IN)",14,40,0
0,2019-10-19,"Maryland","Indiana",28,34,1
0,2019-10-26,"Maryland","Minnesota",10,52,0
0,2019-11-02,"Maryland","Michigan",7,38,1
0,2019-11-09,"Maryland","Ohio St.",14,73,0
0,2019-11-23,"Maryland","Nebraska",7,54,1
0,2019-11-30,"Maryland","Michigan St.",16,19,0
1,2019-08-30,"Michigan St.","Tulsa (OK)",28,7,1
1,2019-09-07,"Michigan St.","Western Michigan",51,17,1
0,2019-09-14,"Michigan St.","Arizona St.",7,10,1
1,2019-09-21,"Michigan St.","Northwestern (IL)",31,10,0
1,2019-09-28,"Michigan St.","Indiana",40,31,1
0,2019-10-05,"Michigan St.","Ohio St.",10,34,0
0,2019-10-12,"Michigan St.","Wisconsin",0,38,0
0,2019-10-26,"Michigan St.","Penn St.",7,28,1
0,2019-11-09,"Michigan St.","Illinois",34,37,1
0,2019-11-16,"Michigan St.","Michigan",10,44,0
1,2019-11-23,"Michigan St.","Rutgers (NJ)",27,0,0
1,2019-11-30,"Michigan St.","Maryland",19,16,1
1,2019-12-27,"Michigan St.","Wake Forest (NC)",27,21,1
1,2019-08-30,"Rutgers (NJ)","Massachusetts",48,21,1
0,2019-09-07,"Rutgers (NJ)","Iowa",0,30,0
0,2019-09-21,"Rutgers (NJ)","Boston College (MA)",16,30,1
0,2019-09-28,"Rutgers (NJ)","Michigan",0,52,0
0,2019-10-05,"Rutgers (NJ)","Maryland",7,48,1
0,2019-10-12,"Rutgers (NJ)","Indiana",0,35,0
0,2019-10-19,"Rutgers (NJ)","Minnesota",7,42,1
1,2019-10-26,"Rutgers (NJ)","Liberty (VA)",44,34,1
0,2019-11-02,"Rutgers (NJ)","Illinois",10,38,0
0,2019-11-16,"Rutgers (NJ)","Ohio St.",21,56,1
0,2019-11-23,"Rutgers (NJ)","Michigan St.",0,27,1
0,2019-11-30,"Rutgers (NJ)","Penn St.",6,27,0
1,2019-09-07,"Minnesota","Fresno St. (CA)",38,35,0
1,2019-09-14,"Minnesota","Georgia Southern",35,32,1
1,2019-09-28,"Minnesota","Purdue (IN)",38,31,0
1,2019-10-05,"Minnesota","Illinois",40,17,1
1,2019-10-12,"Minnesota","Nebraska",34,7,1
1,2019-10-19,"Minnesota","Rutgers (NJ)",42,7,0
1,2019-10-26,"Minnesota","Maryland",52,10,1
1,2019-11-09,"Minnesota","Penn St.",31,26,1
0,2019-11-16,"Minnesota","Iowa",19,23,0
1,2019-11-23,"Minnesota","Northwestern (IL)",38,22,0
0,2019-11-30,"Minnesota","Wisconsin",17,38,1
1,2020-01-01,"Minnesota","Auburn (AL)",31,24,1
1,2019-08-30,"Wisconsin","South Florida",49,0,0
1,2019-09-07,"Wisconsin","Central Michigan",61,0,1
1,2019-09-21,"Wisconsin","Michigan",35,14,1
1,2019-09-28,"Wisconsin","Northwestern (IL)",24,15,1
1,2019-10-05,"Wisconsin","Kent St. (OH)",48,0,1
1,2019-10-12,"Wisconsin","Michigan St.",38,0,1
0,2019-10-19,"Wisconsin","Illinois",23,24,0
0,2019-10-26,"Wisconsin","Ohio St.",7,38,0
1,2019-11-09,"Wisconsin","Iowa",24,22,1
1,2019-11-16,"Wisconsin","Nebraska",37,21,0
1,2019-11-23,"Wisconsin","Purdue (IN)",45,24,1
1,2019-11-30,"Wisconsin","Minnesota",38,17,0
0,2019-12-07,"Wisconsin","Ohio St.",21,34,1
0,2020-01-01,"Wisconsin","Oregon",27,28,1
1,2019-08-31,"Illinois","Akron (OH)",42,3,1
1,2019-09-07,"Illinois","Connecticut",31,23,0
0,2019-09-14,"Illinois","Eastern Michigan",31,34,1
0,2019-09-21,"Illinois","Nebraska",38,42,1
0,2019-10-05,"Illinois","Minnesota",17,40,0
0,2019-10-12,"Illinois","Michigan",25,42,1
1,2019-10-19,"Illinois","Wisconsin",24,23,1
1,2019-10-26,"Illinois","Purdue (IN)",24,6,0
1,2019-11-02,"Illinois","Rutgers (NJ)",38,10,1
1,2019-11-09,"Illinois","Michigan St.",37,34,0
0,2019-11-23,"Illinois","Iowa",10,19,0
0,2019-11-30,"Illinois","Northwestern (IL)",10,29,1
0,2019-12-30,"Illinois","California",20,35,1
0,2019-08-30,"Purdue (IN)","Nevada",31,34,0
1,2019-09-07,"Purdue (IN)","Vanderbilt (TN)",42,24,1
0,2019-09-14,"Purdue (IN)","Texas Christian",13,34,1
0,2019-09-28,"Purdue (IN)","Minnesota",31,38,1
0,2019-10-05,"Purdue (IN)","Penn St.",7,35,0
1,2019-10-12,"Purdue (IN)","Maryland",40,14,1
0,2019-10-19,"Purdue (IN)","Iowa",20,26,0
0,2019-10-26,"Purdue (IN)","Illinois",6,24,1
1,2019-11-02,"Purdue (IN)","Nebraska",31,27,1
1,2019-11-09,"Purdue (IN)","Northwestern (IL)",24,22,0
0,2019-11-23,"Purdue (IN)","Wisconsin",24,45,0
0,2019-11-30,"Purdue (IN)","Indiana",41,44,1
1,2019-08-31,"Iowa","Miami (OH)",38,14,1
1,2019-09-07,"Iowa","Rutgers (NJ)",30,0,1
1,2019-09-14,"Iowa","Iowa St.",18,17,0
1,2019-09-28,"Iowa","Middle Tennessee St.",48,3,1
0,2019-10-05,"Iowa","Michigan",3,10,0
0,2019-10-12,"Iowa","Penn St.",12,17,1
1,2019-10-19,"Iowa","Purdue (IN)",26,20,1
1,2019-10-26,"Iowa","Northwestern (IL)",20,0,0
0,2019-11-09,"Iowa","Wisconsin",22,24,0
1,2019-11-16,"Iowa","Minnesota",23,19,1
1,2019-11-23,"Iowa","Illinois",19,10,1
1,2019-11-29,"Iowa","Nebraska",27,24,0
1,2019-12-27,"Iowa","Southern California",49,24,1
1,2019-08-31,"Nebraska","South Alabama",35,21,1
0,2019-09-07,"Nebraska","Colorado",31,34,0
1,2019-09-14,"Nebraska","Northern Illinois",44,8,1
1,2019-09-21,"Nebraska","Illinois",42,38,0
0,2019-09-28,"Nebraska","Ohio St.",7,48,1
1,2019-10-05,"Nebraska","Northwestern (IL)",13,10,1
0,2019-10-12,"Nebraska","Minnesota",7,34,0
0,2019-10-26,"Nebraska","Indiana",31,38,1
0,2019-11-02,"Nebraska","Purdue (IN)",27,31,0
0,2019-11-16,"Nebraska","Wisconsin",21,37,1
1,2019-11-23,"Nebraska","Maryland",54,7,0
0,2019-11-29,"Nebraska","Iowa",24,27,1
0,2019-08-31,"Northwestern (IL)","Stanford (CA)",7,17,0
1,2019-09-14,"Northwestern (IL)","Nevada-Las Vegas",30,14,1
0,2019-09-21,"Northwestern (IL)","Michigan St.",10,31,1
0,2019-09-28,"Northwestern (IL)","Wisconsin",15,24,0
0,2019-10-05,"Northwestern (IL)","Nebraska",10,13,0
0,2019-10-18,"Northwestern (IL)","Ohio St.",3,52,1
0,2019-10-26,"Northwestern (IL)","Iowa",0,20,1
0,2019-11-02,"Northwestern (IL)","Indiana",3,34,0
0,2019-11-09,"Northwestern (IL)","Purdue (IN)",22,24,1
1,2019-11-16,"Northwestern (IL)","Massachusetts",45,6,1
0,2019-11-23,"Northwestern (IL)","Minnesota",22,38,1
1,2019-11-30,"Northwestern (IL)","Illinois",29,10,0
0,2019-08-31,"Florida Atlantic","Ohio St.",21,45,0
0,2019-09-07,"Florida Atlantic","Central Florida",14,48,1
1,2019-09-14,"Florida Atlantic","Ball St. (IN)",41,31,0
1,2019-09-21,"Florida Atlantic","Wagner (NY)",42,7,1
1,2019-09-28,"Florida Atlantic","North Carolina-Charlotte",45,27,0
1,2019-10-12,"Florida Atlantic","Middle Tennessee St.",28,13,1
0,2019-10-18,"Florida Atlantic","Marshall (WV)",31,36,1
1,2019-10-26,"Florida Atlantic","Old Dominion (VA)",41,3,0
1,2019-11-02,"Florida Atlantic","Western Kentucky",35,24,0
1,2019-11-23,"Florida Atlantic","Texas-San Antonio",40,26,0
1,2019-11-30,"Florida Atlantic","Southern Mississippi",34,17,1
1,2019-12-07,"Florida Atlantic","Alabama-Birmingham",49,6,1
1,2019-12-21,"Florida Atlantic","Southern Methodist (TX)",52,28,1
1,2019-08-31,"Marshall (WV)","Virginia Military Institute",56,17,1
0,2019-09-06,"Marshall (WV)","Boise St. (ID)",7,14,0
1,2019-09-14,"Marshall (WV)","Ohio",33,31,1
0,2019-09-28,"Marshall (WV)","Cincinnati (OH)",14,52,1
0,2019-10-05,"Marshall (WV)","Middle Tennessee St.",13,24,0
1,2019-10-12,"Marshall (WV)","Old Dominion (VA)",31,17,1
1,2019-10-18,"Marshall (WV)","Florida Atlantic",36,31,0
1,2019-10-26,"Marshall (WV)","Western Kentucky",26,23,1
1,2019-11-02,"Marshall (WV)","Rice (TX)",20,7,0
1,2019-11-15,"Marshall (WV)","Louisiana Tech",31,10,1
0,2019-11-23,"Marshall (WV)","North Carolina-Charlotte",13,24,0
0,2019-12-23,"Marshall (WV)","Central Florida",25,48,1
1,2019-08-29,"North Carolina-Charlotte","Gardner-Webb (NC)",49,28,1
0,2019-09-07,"North Carolina-Charlotte","Appalachian State (NC)",41,56,0
1,2019-09-14,"North Carolina-Charlotte","Massachusetts",52,17,1
0,2019-09-21,"North Carolina-Charlotte","Clemson (SC)",10,52,0
0,2019-09-28,"North Carolina-Charlotte","Florida Atlantic",27,45,1
0,2019-10-19,"North Carolina-Charlotte","Western Kentucky",14,30,0
1,2019-10-26,"North Carolina-Charlotte","North Texas",39,38,1
1,2019-11-02,"North Carolina-Charlotte","Middle Tennessee St.",34,20,1
1,2019-11-09,"North Carolina-Charlotte","Texas-El Paso",28,21,0
1,2019-11-23,"North Carolina-Charlotte","Marshall (WV)",24,13,1
1,2019-11-30,"North Carolina-Charlotte","Old Dominion (VA)",38,22,0
0,2019-12-20,"North Carolina-Charlotte","Buffalo (NY)",9,31,1
0,2019-08-29,"Western Kentucky","Central Arkansas",28,35,1
0,2019-09-14,"Western Kentucky","Louisville (KY)",21,38,1
1,2019-09-28,"Western Kentucky","Alabama-Birmingham",20,13,1
1,2019-10-05,"Western Kentucky","Old Dominion (VA)",20,3,0
1,2019-10-12,"Western Kentucky","Army (NY)",17,8,1
1,2019-10-19,"Western Kentucky","North Carolina-Charlotte",30,14,1
0,2019-10-26,"Western Kentucky","Marshall (WV)",23,26,0
0,2019-11-02,"Western Kentucky","Florida Atlantic",24,35,1
1,2019-11-09,"Western Kentucky","Arkansas",45,19,0
1,2019-11-23,"Western Kentucky","Southern Mississippi",28,10,0
1,2019-11-30,"Western Kentucky","Middle Tennessee St.",31,26,1
1,2019-12-30,"Western Kentucky","Western Michigan",23,20,1
0,2019-08-31,"Middle Tennessee St.","Michigan",21,40,0
1,2019-09-07,"Middle Tennessee St.","Tennessee St.",45,26,1
0,2019-09-14,"Middle Tennessee St.","Duke (NC)",18,41,1
0,2019-09-28,"Middle Tennessee St.","Iowa",3,48,0
1,2019-10-05,"Middle Tennessee St.","Marshall (WV)",24,13,1
0,2019-10-12,"Middle Tennessee St.","Florida Atlantic",13,28,0
0,2019-10-19,"Middle Tennessee St.","North Texas",30,33,0
0,2019-11-02,"Middle Tennessee St.","North Carolina-Charlotte",20,34,0
0,2019-11-16,"Middle Tennessee St.","Rice (TX)",28,31,1
1,2019-11-23,"Middle Tennessee St.","Old Dominion (VA)",38,17,1
0,2019-11-30,"Middle Tennessee St.","Western Kentucky",26,31,0
0,2019-08-29,"Florida International","Tulane (LA)",14,42,0
0,2019-09-07,"Florida International","Western Kentucky",14,20,1
1,2019-09-14,"Florida International","New Hampshire",30,17,1
0,2019-09-20,"Florida International","Louisiana Tech",31,43,0
1,2019-10-05,"Florida International","Massachusetts",44,0,1
1,2019-10-12,"Florida International","North Carolina-Charlotte",48,23,1
1,2019-10-19,"Florida International","Texas-El Paso",32,17,1
0,2019-10-26,"Florida International","Middle Tennessee St.",17,50,0
1,2019-11-02,"Florida International","Old Dominion (VA)",24,17,1
0,2019-11-09,"Florida International","Florida Atlantic",7,37,0
1,2019-11-23,"Florida International","Miami (FL)",30,24,1
0,2019-11-30,"Florida International","Marshall (WV)",27,30,0
0,2019-12-21,"Florida International","Arkansas St.",26,34,1
1,2019-08-31,"Old Dominion (VA)","Norfolk St. (VA)",24,21,1
0,2019-09-07,"Old Dominion (VA)","Virginia Tech",17,31,0
0,2019-09-21,"Old Dominion (VA)","Virginia",17,28,0
0,2019-09-28,"Old Dominion (VA)","East Carolina (NC)",21,24,1
0,2019-10-05,"Old Dominion (VA)","Western Kentucky",3,20,1
0,2019-10-12,"Old Dominion (VA)","Marshall (WV)",17,31,0
0,2019-10-19,"Old Dominion (VA)","Alabama-Birmingham",14,38,0
0,2019-10-26,"Old Dominion (VA)","Florida Atlantic",3,41,1
0,2019-11-09,"Old Dominion (VA)","Texas-San Antonio",23,24,1
0,2019-11-23,"Old Dominion (VA)","Middle Tennessee St.",17,38,0
0,2019-11-30,"Old Dominion (VA)","North Carolina-Charlotte",22,38,1
1,2019-08-29,"Alabama-Birmingham","Alabama St.",24,19,1
1,2019-09-07,"Alabama-Birmingham","Akron (OH)",31,20,0
1,2019-09-21,"Alabama-Birmingham","South Alabama",35,3,1
0,2019-09-28,"Alabama-Birmingham","Western Kentucky",13,20,0
1,2019-10-05,"Alabama-Birmingham","Rice (TX)",35,20,1
1,2019-10-12,"Alabama-Birmingham","Texas-San Antonio",33,14,0
1,2019-10-19,"Alabama-Birmingham","Old Dominion (VA)",38,14,1
0,2019-11-02,"Alabama-Birmingham","Tennessee",7,30,0
0,2019-11-09,"Alabama-Birmingham","Southern Mississippi",2,37,0
1,2019-11-16,"Alabama-Birmingham","Texas-El Paso",37,10,1
1,2019-11-23,"Alabama-Birmingham","Louisiana Tech",20,14,1
1,2019-11-30,"Alabama-Birmingham","North Texas",26,21,0
0,2019-12-07,"Alabama-Birmingham","Florida Atlantic",6,49,0
0,2019-12-21,"Alabama-Birmingham","Appalachian State (NC)",17,31,1
0,2019-08-31,"Louisiana Tech","Texas",14,45,0
1,2019-09-07,"Louisiana Tech","Grambling St. (LA)",20,14,1
1,2019-09-14,"Louisiana Tech","Bowling Green (OH)",35,7,0
1,2019-09-28,"Louisiana Tech","Rice (TX)",23,20,0
1,2019-10-12,"Louisiana Tech","Massachusetts",69,21,1
1,2019-10-19,"Louisiana Tech","Southern Mississippi",45,30,1
1,2019-10-26,"Louisiana Tech","Texas-El Paso",42,21,0
1,2019-11-09,"Louisiana Tech","North Texas",52,17,1
0,2019-11-15,"Louisiana Tech","Marshall (WV)",10,31,0
0,2019-11-23,"Louisiana Tech","Alabama-Birmingham",14,20,0
1,2019-11-30,"Louisiana Tech","Texas-San Antonio",41,27,1
1,2019-12-26,"Louisiana Tech","Miami (FL)",14,0,1
0,2019-08-30,"Rice (TX)","Army (NY)",7,14,0
0,2019-09-06,"Rice (TX)","Wake Forest (NC)",21,41,1
0,2019-09-14,"Rice (TX)","Texas",13,48,1
0,2019-09-21,"Rice (TX)","Baylor (TX)",13,21,1
0,2019-09-28,"Rice (TX)","Louisiana Tech",20,23,1
0,2019-10-05,"Rice (TX)","Alabama-Birmingham",20,35,0
0,2019-10-19,"Rice (TX)","Texas-San Antonio",27,31,0
0,2019-10-26,"Rice (TX)","Southern Mississippi",6,20,1
0,2019-11-02,"Rice (TX)","Marshall (WV)",7,20,1
1,2019-11-16,"Rice (TX)","Middle Tennessee St.",31,28,0
1,2019-11-23,"Rice (TX)","North Texas",20,14,1
1,2019-11-30,"Rice (TX)","Texas-El Paso",30,16,0
1,2019-08-31,"Southern Mississippi","Alcorn St. (MS)",38,10,1
0,2019-09-07,"Southern Mississippi","Mississippi St.",15,38,0
1,2019-09-14,"Southern Mississippi","Troy (AL)",47,42,0
0,2019-09-21,"Southern Mississippi","Alabama",7,49,0
1,2019-09-28,"Southern Mississippi","Texas-El Paso",31,13,1
1,2019-10-12,"Southern Mississippi","North Texas",45,27,1
0,2019-10-19,"Southern Mississippi","Louisiana Tech",30,45,0
1,2019-10-26,"Southern Mississippi","Rice (TX)",20,6,0
1,2019-11-09,"Southern Mississippi","Alabama-Birmingham",37,2,1
1,2019-11-16,"Southern Mississippi","Texas-San Antonio",36,17,0
0,2019-11-23,"Southern Mississippi","Western Kentucky",10,28,1
0,2019-11-30,"Southern Mississippi","Florida Atlantic",17,34,0
0,2020-01-04,"Southern Mississippi","Tulane (LA)",13,30,1
1,2019-08-31,"North Texas","Abilene Christian (TX)",51,31,1
0,2019-09-07,"North Texas","Southern Methodist (TX)",27,49,0
0,2019-09-14,"North Texas","California",17,23,0
1,2019-09-21,"North Texas","Texas-San Antonio",45,3,1
0,2019-09-28,"North Texas","Houston (TX)",25,46,1
0,2019-10-12,"North Texas","Southern Mississippi",27,45,0
1,2019-10-19,"North Texas","Middle Tennessee St.",33,30,1
0,2019-10-26,"North Texas","North Carolina-Charlotte",38,39,0
1,2019-11-02,"North Texas","Texas-El Paso",52,26,1
0,2019-11-09,"North Texas","Louisiana Tech",17,52,0
0,2019-11-23,"North Texas","Rice (TX)",14,20,0
0,2019-11-30,"North Texas","Alabama-Birmingham",21,26,1
1,2019-08-31,"Texas-El Paso","Houston Baptist (TX)",36,34,1
0,2019-09-07,"Texas-El Paso","Texas Tech",3,38,0
0,2019-09-21,"Texas-El Paso","Nevada",21,37,1
0,2019-09-28,"Texas-El Paso","Southern Mississippi",13,31,0
0,2019-10-05,"Texas-El Paso","Texas-San Antonio",16,26,1
0,2019-10-26,"Texas-El Paso","Louisiana Tech",21,42,1
0,2019-11-02,"Texas-El Paso","North Texas",26,52,0
0,2019-11-09,"Texas-El Paso","North Carolina-Charlotte",21,28,1
0,2019-11-16,"Texas-El Paso","Alabama-Birmingham",10,37,0
0,2019-11-23,"Texas-El Paso","New Mexico St.",35,44,0
0,2019-11-30,"Texas-El Paso","Rice (TX)",16,30,1
1,2019-08-31,"Texas-San Antonio","Incarnate Word (TX)",35,7,1
0,2019-09-07,"Texas-San Antonio","Baylor (TX)",14,63,0
0,2019-09-14,"Texas-San Antonio","Army (NY)",13,31,1
0,2019-09-21,"Texas-San Antonio","North Texas",3,45,0
1,2019-10-05,"Texas-San Antonio","Texas-El Paso",26,16,0
0,2019-10-12,"Texas-San Antonio","Alabama-Birmingham",14,33,1
1,2019-10-19,"Texas-San Antonio","Rice (TX)",31,27,1
0,2019-11-02,"Texas-San Antonio","Texas A&M",14,45,0
1,2019-11-09,"Texas-San Antonio","Old Dominion (VA)",24,23,0
0,2019-11-16,"Texas-San Antonio","Southern Mississippi",17,36,1
0,2019-11-23,"Texas-San Antonio","Florida Atlantic",26,40,1
0,2019-11-30,"Texas-San Antonio","Louisiana Tech",27,41,0
0,2019-08-31,"Liberty (VA)","Syracuse (NY)",0,24,1
0,2019-09-07,"Liberty (VA)","Louisiana-Lafayette",14,35,0
1,2019-09-14,"Liberty (VA)","Buffalo (NY)",35,17,1
1,2019-09-21,"Liberty (VA)","Hampton (VA)",62,27,1
1,2019-09-28,"Liberty (VA)","New Mexico",17,10,1
1,2019-10-05,"Liberty (VA)","New Mexico St.",20,13,0
1,2019-10-19,"Liberty (VA)","Maine",59,44,1
0,2019-10-26,"Liberty (VA)","Rutgers (NJ)",34,44,0
1,2019-11-02,"Liberty (VA)","Massachusetts",63,21,0
0,2019-11-09,"Liberty (VA)","Brigham Young (UT)",24,31,0
0,2019-11-23,"Liberty (VA)","Virginia",27,55,0
1,2019-11-30,"Liberty (VA)","New Mexico St.",49,28,1
1,2019-12-21,"Liberty (VA)","Georgia Southern",23,16,1
1,2019-09-02,"Notre Dame (IN)","Louisville (KY)",35,17,0
1,2019-09-14,"Notre Dame (IN)","New Mexico",66,14,1
0,2019-09-21,"Notre Dame (IN)","Georgia",17,23,0
1,2019-09-28,"Notre Dame (IN)","Virginia",35,20,1
1,2019-10-05,"Notre Dame (IN)","Bowling Green (OH)",52,0,1
1,2019-10-12,"Notre Dame (IN)","Southern California",30,27,1
0,2019-10-26,"Notre Dame (IN)","Michigan",14,45,0
1,2019-11-02,"Notre Dame (IN)","Virginia Tech",21,20,1
1,2019-11-09,"Notre Dame (IN)","Duke (NC)",38,7,0
1,2019-11-16,"Notre Dame (IN)","Navy (MD)",52,20,1
1,2019-11-23,"Notre Dame (IN)","Boston College (MA)",40,7,1
1,2019-11-30,"Notre Dame (IN)","Stanford (CA)",45,24,0
1,2019-12-28,"Notre Dame (IN)","Iowa St.",33,9,1
0,2019-08-29,"Brigham Young (UT)","Utah",12,30,1
1,2019-09-07,"Brigham Young (UT)","Tennessee",29,26,0
1,2019-09-14,"Brigham Young (UT)","Southern California",30,27,1
0,2019-09-21,"Brigham Young (UT)","Washington",19,45,1
0,2019-09-28,"Brigham Young (UT)","Toledo (OH)",21,28,0
0,2019-10-12,"Brigham Young (UT)","South Florida",23,27,0
1,2019-10-19,"Brigham Young (UT)","Boise St. (ID)",28,25,1
1,2019-11-02,"Brigham Young (UT)","Utah St.",42,14,0
1,2019-11-09,"Brigham Young (UT)","Liberty (VA)",31,24,1
1,2019-11-16,"Brigham Young (UT)","Idaho St.",42,10,1
1,2019-11-23,"Brigham Young (UT)","Massachusetts",56,24,0
0,2019-11-30,"Brigham Young (UT)","San Diego St. (CA)",3,13,0
0,2019-12-24,"Brigham Young (UT)","Hawaii",34,38,0
0,2019-08-31,"Miami (OH)","Iowa",14,38,0
1,2019-09-07,"Miami (OH)","Tennessee Tech",48,17,1
0,2019-09-14,"Miami (OH)","Cincinnati (OH)",13,35,0
0,2019-09-21,"Miami (OH)","Ohio St.",5,76,0
1,2019-09-28,"Miami (OH)","Buffalo (NY)",34,20,1
0,2019-10-12,"Miami (OH)","Western Michigan",16,38,0
1,2019-10-19,"Miami (OH)","Northern Illinois",27,24,1
1,2019-10-26,"Miami (OH)","Kent St. (OH)",23,16,0
1,2019-11-06,"Miami (OH)","Ohio",24,21,0
1,2019-11-13,"Miami (OH)","Bowling Green (OH)",44,3,1
1,2019-11-20,"Miami (OH)","Akron (OH)",20,17,1
0,2019-11-29,"Miami (OH)","Ball St. (IN)",27,41,0
1,2019-12-07,"Miami (OH)","Central Michigan",26,21,1
0,2020-01-06,"Miami (OH)","Louisiana-Lafayette",17,27,1
1,2019-08-30,"Army (NY)","Rice (TX)",14,7,1
0,2019-09-07,"Army (NY)","Michigan",21,24,0
1,2019-09-14,"Army (NY)","Texas-San Antonio",31,13,0
1,2019-09-21,"Army (NY)","Morgan St. (MD)",52,21,1
0,2019-10-05,"Army (NY)","Tulane (LA)",33,42,1
0,2019-10-12,"Army (NY)","Western Kentucky",8,17,0
0,2019-10-19,"Army (NY)","Georgia St.",21,28,0
0,2019-10-26,"Army (NY)","San Jose St. (CA)",29,34,1
0,2019-11-02,"Army (NY)","Air Force (CO)",13,17,0
1,2019-11-09,"Army (NY)","Massachusetts",63,7,1
