"","Win","Date","Team","Opponent","ScoreOff","ScoreDef","Home","Week"
"1483",1,2016-10-15,"Fordham (NY)","Yale (CT)",44,37,1,7
"1484",0,2016-10-15,"Bucknell (PA)","Colgate (NY)",7,27,1,7
"1485",0,2016-10-15,"Morehead St. (KY)","Marist (NY)",41,44,1,7
"1486",1,2016-10-15,"San Diego (CA)","Drake (IA)",38,7,0,7
"1487",0,2016-10-15,"Tennessee-Chattanooga","Citadel (SC)",14,22,0,7
"1488",0,2016-10-15,"Stetson (FL)","Valparaiso (IN)",18,21,1,7
"1489",1,2016-10-15,"Valparaiso (IN)","Stetson (FL)",21,18,0,7
"1490",0,2016-10-15,"East Tennessee St.","Furman (SC)",7,52,1,7
"1491",1,2016-10-15,"Furman (SC)","East Tennessee St.",52,7,0,7
"1492",1,2016-10-15,"Mercer (GA)","Western Carolina (NC)",38,24,1,7
"1493",1,2016-10-15,"Samford (AL)","Virginia Military Institute",55,21,1,7
"1494",1,2016-10-15,"Citadel (SC)","Tennessee-Chattanooga",22,14,1,7
"1495",0,2016-10-15,"Western Carolina (NC)","Mercer (GA)",24,38,0,7
"1496",1,2016-10-15,"Central Arkansas","McNeese St. (LA)",35,0,0,7
"1497",1,2016-10-15,"Marist (NY)","Morehead St. (KY)",44,41,0,7
"1498",0,2016-10-15,"Abilene Christian (TX)","Sam Houston St. (TX)",21,48,0,7
"1499",0,2016-10-15,"Houston Baptist (TX)","Nicholls St. (LA)",30,33,1,7
"1500",0,2016-10-15,"McNeese St. (LA)","Central Arkansas",0,35,1,7
"1501",1,2016-10-15,"Nicholls St. (LA)","Houston Baptist (TX)",33,30,0,7
"1502",1,2016-10-15,"Lamar (TX)","Northwestern St. (LA)",32,31,1,7
"1503",1,2016-10-15,"Sam Houston St. (TX)","Abilene Christian (TX)",48,21,1,7
"1504",0,2016-10-15,"Northwestern St. (LA)","Lamar (TX)",31,32,0,7
"1505",1,2016-10-15,"Alabama A&M","Arkansas-Pine Bluff",40,7,0,7
"1506",0,2016-10-15,"Stephen F. Austin (TX)","Southeastern Louisiana",34,58,1,7
"1507",1,2016-10-15,"Southeastern Louisiana","Stephen F. Austin (TX)",58,34,0,7
"1508",0,2016-10-15,"Virginia Military Institute","Samford (AL)",21,55,0,7
"1509",1,2016-10-15,"Alabama St.","Mississippi Valley St.",56,24,1,7
"1510",1,2016-10-15,"Southern (LA)","Jackson St. (MS)",28,24,0,7
"1511",0,2016-10-15,"Texas Southern","Alcorn St. (MS)",20,23,0,7
"1512",0,2016-10-15,"Arkansas-Pine Bluff","Alabama A&M",7,40,1,7
"1513",0,2016-10-15,"Jackson St. (MS)","Southern (LA)",24,28,1,7
"1514",1,2016-10-15,"Alcorn St. (MS)","Texas Southern",23,20,1,7
"1515",0,2016-10-15,"Mississippi Valley St.","Alabama St.",24,56,0,7
"1516",0,2016-10-20,"Miami (FL)","Virginia Tech",16,37,0,8
"1517",1,2016-10-20,"Virginia Tech","Miami (FL)",37,16,1,8
"1518",0,2016-10-20,"Brigham Young (UT)","Boise St. (ID)",27,28,0,8
"1519",1,2016-10-20,"Boise St. (ID)","Brigham Young (UT)",28,27,1,8
"1520",0,2016-10-20,"South Alabama","Troy (AL)",21,28,1,8
"1521",1,2016-10-20,"Troy (AL)","South Alabama",28,21,0,8
"1522",0,2016-10-21,"South Florida","Temple (PA)",30,46,0,8
"1523",1,2016-10-21,"Temple (PA)","South Florida",46,30,1,8
"1524",0,2016-10-21,"San Jose St. (CA)","San Diego St. (CA)",3,42,0,8
"1525",1,2016-10-21,"California","Oregon",52,49,1,8
"1526",0,2016-10-21,"Oregon","California",49,52,0,8
"1527",1,2016-10-21,"Pennsylvania","Yale (CT)",42,7,0,8
"1528",0,2016-10-21,"Yale (CT)","Pennsylvania",7,42,1,8
"1529",0,2016-10-21,"Duquesne (PA)","Saint Francis (PA)",10,14,0,8
"1530",1,2016-10-21,"Saint Francis (PA)","Duquesne (PA)",14,10,1,8
"1531",0,2016-10-22,"Houston (TX)","Southern Methodist (TX)",16,38,0,8
"1532",0,2016-10-22,"East Carolina (NC)","Cincinnati (OH)",19,31,0,8
"1533",1,2016-10-22,"Cincinnati (OH)","East Carolina (NC)",31,19,1,8
"1534",0,2016-10-22,"Connecticut","Central Florida",16,24,1,8
"1535",0,2016-10-22,"Memphis (TN)","Navy (MD)",28,42,0,8
"1536",1,2016-10-22,"Navy (MD)","Memphis (TN)",42,28,1,8
"1537",1,2016-10-22,"Southern Methodist (TX)","Houston (TX)",38,16,1,8
"1538",0,2016-10-22,"Tulane (LA)","Tulsa (OK)",27,50,0,8
"1539",1,2016-10-22,"Tulsa (OK)","Tulane (LA)",50,27,1,8
"1540",1,2016-10-22,"Central Florida","Connecticut",24,16,0,8
"1541",0,2016-10-22,"Boston College (MA)","Syracuse (NY)",20,28,1,8
"1542",1,2016-10-22,"Louisville (KY)","North Carolina St.",54,13,1,8
"1543",0,2016-10-22,"North Carolina St.","Louisville (KY)",13,54,0,8
"1544",0,2016-10-22,"Virginia","North Carolina",14,35,1,8
"1545",1,2016-10-22,"North Carolina","Virginia",35,14,0,8
"1546",0,2016-10-22,"Kansas","Oklahoma St.",20,44,1,8
"1547",1,2016-10-22,"Kansas St.","Texas",24,21,1,8
"1548",1,2016-10-22,"Oklahoma","Texas Tech",66,59,0,8
"1549",1,2016-10-22,"Oklahoma St.","Kansas",44,20,0,8
"1550",0,2016-10-22,"Texas Christian","West Virginia",10,34,0,8
"1551",0,2016-10-22,"Texas Tech","Oklahoma",59,66,1,8
"1552",1,2016-10-22,"West Virginia","Texas Christian",34,10,1,8
"1553",1,2016-10-22,"Syracuse (NY)","Boston College (MA)",28,20,0,8
"1554",0,2016-10-22,"Texas","Kansas St.",21,24,0,8
"1555",0,2016-10-22,"Iowa","Wisconsin",9,17,1,8
"1556",0,2016-10-22,"Indiana","Northwestern (IL)",14,24,0,8
"1557",1,2016-10-22,"Michigan","Illinois",41,8,1,8
"1558",1,2016-10-22,"Maryland","Michigan St.",28,17,1,8
"1559",0,2016-10-22,"Michigan St.","Maryland",17,28,0,8
"1560",1,2016-10-22,"Minnesota","Rutgers (NJ)",34,32,1,8
"1561",1,2016-10-22,"Nebraska","Purdue (IN)",27,14,1,8
"1562",0,2016-10-22,"Ohio St.","Penn St.",21,24,0,8
"1563",1,2016-10-22,"Wisconsin","Iowa",17,9,0,8
"1564",1,2016-10-22,"Penn St.","Ohio St.",24,21,1,8
"1565",0,2016-10-22,"Rutgers (NJ)","Minnesota",32,34,0,8
"1566",0,2016-10-22,"Purdue (IN)","Nebraska",14,27,0,8
"1567",1,2016-10-22,"North Carolina-Charlotte","Marshall (WV)",27,24,0,8
"1568",1,2016-10-22,"Louisiana Tech","Florida International",44,24,0,8
"1569",0,2016-10-22,"Marshall (WV)","North Carolina-Charlotte",24,27,1,8
"1570",1,2016-10-22,"Middle Tennessee St.","Missouri",51,45,0,8
"1571",1,2016-10-22,"North Texas","Army (NY)",35,18,0,8
"1572",0,2016-10-22,"Illinois","Michigan",8,41,0,8
"1573",0,2016-10-22,"Old Dominion (VA)","Western Kentucky",24,59,0,8
"1574",1,2016-10-22,"Rice (TX)","Prairie View A&M (TX)",65,44,1,8
"1575",0,2016-10-22,"Texas-San Antonio","Texas-El Paso",49,52,1,8
"1576",1,2016-10-22,"Western Kentucky","Old Dominion (VA)",59,24,1,8
"1577",1,2016-10-22,"Northwestern (IL)","Indiana",24,14,1,8
"1578",0,2016-10-22,"Army (NY)","North Texas",18,35,1,8
"1579",1,2016-10-22,"Akron (OH)","Ball St. (IN)",35,25,0,8
"1580",0,2016-10-22,"Massachusetts","South Carolina",28,34,0,8
"1581",0,2016-10-22,"Florida International","Louisiana Tech",24,44,1,8
"1582",0,2016-10-22,"Bowling Green (OH)","Miami (OH)",26,40,1,8
"1583",0,2016-10-22,"Ball St. (IN)","Akron (OH)",25,35,1,8
"1584",0,2016-10-22,"Buffalo (NY)","Northern Illinois",7,44,0,8
"1585",0,2016-10-22,"Kent St. (OH)","Ohio",10,14,1,8
"1586",0,2016-10-22,"Eastern Michigan","Western Michigan",31,45,0,8
"1587",1,2016-10-22,"Miami (OH)","Bowling Green (OH)",40,26,0,8
"1588",1,2016-10-22,"Ohio","Kent St. (OH)",14,10,0,8
"1589",1,2016-10-22,"Western Michigan","Eastern Michigan",45,31,1,8
"1590",1,2016-10-22,"Texas-El Paso","Texas-San Antonio",52,49,0,8
"1591",0,2016-10-22,"Air Force (CO)","Hawaii",27,34,1,8
"1592",1,2016-10-22,"Colorado St.","Nevada-Las Vegas",42,23,0,8
"1593",0,2016-10-22,"Fresno St. (CA)","Utah St.",20,38,0,8
"1594",1,2016-10-22,"Hawaii","Air Force (CO)",34,27,0,8
"1595",0,2016-10-22,"Nevada","Wyoming",34,42,1,8
"1596",0,2016-10-22,"Central Michigan","Toledo (OH)",17,31,0,8
"1597",1,2016-10-22,"Northern Illinois","Buffalo (NY)",44,7,1,8
"1598",0,2016-10-22,"Nevada-Las Vegas","Colorado St.",23,42,1,8
"1599",1,2016-10-22,"Utah St.","Fresno St. (CA)",38,20,1,8
"1600",1,2016-10-22,"Toledo (OH)","Central Michigan",31,17,1,8
"1601",1,2016-10-22,"Wyoming","Nevada",42,34,0,8
"1602",0,2016-10-22,"Arizona St.","Washington St.",32,37,1,8
"1603",1,2016-10-22,"Colorado","Stanford (CA)",10,5,0,8
"1604",0,2016-10-22,"UCLA","Utah",45,52,1,8
"1605",0,2016-10-22,"Oregon St.","Washington",17,41,0,8
"1606",1,2016-10-22,"Utah","UCLA",52,45,0,8
"1607",1,2016-10-22,"Washington","Oregon St.",41,17,1,8
"1608",1,2016-10-22,"Washington St.","Arizona St.",37,32,0,8
"1609",1,2016-10-22,"Alabama","Texas A&M",33,14,1,8
"1610",1,2016-10-22,"New Mexico","Louisiana-Monroe",59,17,1,8
"1611",0,2016-10-22,"Arkansas","Auburn (AL)",3,56,0,8
"1612",1,2016-10-22,"Auburn (AL)","Arkansas",56,3,1,8
"1613",1,2016-10-22,"Kentucky","Mississippi St.",40,38,1,8
"1614",1,2016-10-22,"Louisiana St.","Mississippi",38,21,1,8
"1615",0,2016-10-22,"Mississippi","Louisiana St.",21,38,0,8
"1616",1,2016-10-22,"South Carolina","Massachusetts",34,28,1,8
"1617",0,2016-10-22,"Missouri","Middle Tennessee St.",45,51,1,8
"1618",0,2016-10-22,"Texas A&M","Alabama",14,33,0,8
"1619",1,2016-10-22,"Vanderbilt (TN)","Tennessee St.",35,17,1,8
"1620",0,2016-10-22,"Stanford (CA)","Colorado",5,10,1,8
"1621",1,2016-10-22,"Georgia Southern","New Mexico St.",22,19,0,8
"1622",1,2016-10-22,"Georgia St.","Tennessee-Martin",31,6,1,8
"1623",0,2016-10-22,"Idaho","Appalachian State (NC)",19,37,0,8
"1624",1,2016-10-22,"Louisiana-Lafayette","Texas St.",27,3,0,8
"1625",0,2016-10-22,"Louisiana-Monroe","New Mexico",17,59,0,8
"1626",0,2016-10-22,"Mississippi St.","Kentucky",38,40,0,8
"1627",1,2016-10-22,"Cal Poly-San Luis Obispo","California-Davis",21,16,1,8
"1628",1,2016-10-22,"Eastern Washington","Montana St.",41,17,0,8
"1629",0,2016-10-22,"Idaho St.","North Dakota",21,28,1,8
"1630",1,2016-10-22,"Appalachian State (NC)","Idaho",37,19,1,8
"1631",0,2016-10-22,"Montana","Northern Arizona",34,45,0,8
"1632",0,2016-10-22,"Montana St.","Eastern Washington",17,41,1,8
"1633",1,2016-10-22,"North Dakota","Idaho St.",28,21,0,8
"1634",1,2016-10-22,"Northern Colorado","Cal St.-Sacramento",27,19,1,8
"1635",0,2016-10-22,"Cal St.-Sacramento","Northern Colorado",19,27,0,8
"1636",0,2016-10-22,"Southern Utah","Weber St. (UT)",36,37,1,8
"1637",0,2016-10-22,"California-Davis","Cal Poly-San Luis Obispo",16,21,0,8
"1638",1,2016-10-22,"Charleston Southern (SC)","Presbyterian (SC)",38,3,1,8
"1639",1,2016-10-22,"Liberty (VA)","Monmouth (NJ)",52,28,1,8
"1640",1,2016-10-22,"Kennesaw St. (GA)","Gardner-Webb (NC)",47,39,0,8
"1641",0,2016-10-22,"New Mexico St.","Georgia Southern",19,22,1,8
"1642",0,2016-10-22,"SUNY-Albany (NY)","Villanova (PA)",13,24,0,8
"1643",0,2016-10-22,"Presbyterian (SC)","Charleston Southern (SC)",3,38,0,8
"1644",0,2016-10-22,"Monmouth (NJ)","Liberty (VA)",28,52,0,8
"1645",1,2016-10-22,"Northern Arizona","Montana",45,34,1,8
"1646",0,2016-10-22,"Elon (NC)","Richmond (VA)",7,35,1,8
"1647",0,2016-10-22,"Delaware","SUNY-Stony Brook (NY)",3,28,1,8
"1648",1,2016-10-22,"Weber St. (UT)","Southern Utah",37,36,0,8
"1649",0,2016-10-22,"Gardner-Webb (NC)","Kennesaw St. (GA)",39,47,1,8
"1650",0,2016-10-22,"Rhode Island","Maine",21,28,1,8
"1651",1,2016-10-22,"New Hampshire","Towson (MD)",21,7,0,8
"1652",1,2016-10-22,"Richmond (VA)","Elon (NC)",35,7,0,8
"1653",1,2016-10-22,"SUNY-Stony Brook (NY)","Delaware",28,3,0,8
"1654",0,2016-10-22,"Towson (MD)","New Hampshire",7,21,1,8
"1655",1,2016-10-22,"Villanova (PA)","SUNY-Albany (NY)",24,13,1,8
"1656",1,2016-10-22,"Coastal Carolina (SC)","Central Connecticut St.",33,25,1,8
"1657",1,2016-10-22,"Brown (RI)","Cornell (NY)",28,21,1,8
"1658",1,2016-10-22,"Columbia (NY)","Dartmouth (NH)",9,7,1,8
"1659",1,2016-10-22,"Harvard (MA)","Princeton (NJ)",23,20,0,8
"1660",0,2016-10-22,"Princeton (NJ)","Harvard (MA)",20,23,1,8
"1661",0,2016-10-22,"Dartmouth (NH)","Columbia (NY)",7,9,0,8
"1662",1,2016-10-22,"Maine","Rhode Island",28,21,0,8
"1663",1,2016-10-22,"Bethune-Cookman (FL)","Norfolk St. (VA)",21,14,0,8
"1664",1,2016-10-22,"Florida A&M","Hampton (VA)",31,14,1,8
"1665",0,2016-10-22,"Delaware St.","South Carolina St.",3,30,0,8
"1666",0,2016-10-22,"Hampton (VA)","Florida A&M",14,31,0,8
"1667",0,2016-10-22,"Howard (DC)","North Carolina A&T",7,34,1,8
"1668",0,2016-10-22,"Norfolk St. (VA)","Bethune-Cookman (FL)",14,21,1,8
"1669",0,2016-10-22,"Morgan St. (MD)","North Carolina Central",17,21,1,8
"1670",0,2016-10-22,"Cornell (NY)","Brown (RI)",21,28,0,8
"1671",1,2016-10-22,"South Carolina St.","Delaware St.",30,3,1,8
"1672",0,2016-10-22,"Illinois St.","South Dakota",24,27,0,8
"1673",1,2016-10-22,"North Dakota St.","Western Illinois",21,13,0,8
"1674",0,2016-10-22,"Missouri St.","Northern Iowa",7,61,0,8
"1675",1,2016-10-22,"Northern Iowa","Missouri St.",61,7,1,8
"1676",1,2016-10-22,"South Dakota","Illinois St.",27,24,1,8
"1677",1,2016-10-22,"South Dakota St.","Youngstown St. (OH)",24,10,1,8
"1678",1,2016-10-22,"North Carolina Central","Morgan St. (MD)",21,17,0,8
"1679",0,2016-10-22,"Youngstown St. (OH)","South Dakota St.",10,24,0,8
"1680",0,2016-10-22,"Western Illinois","North Dakota St.",13,21,1,8
"1681",0,2016-10-22,"Southern Illinois","Indiana St.",14,22,1,8
"1682",1,2016-10-22,"North Carolina A&T","Howard (DC)",34,7,0,8
"1683",0,2016-10-22,"Robert Morris (PA)","Sacred Heart (CT)",10,16,0,8
"1684",1,2016-10-22,"Indiana St.","Southern Illinois",22,14,0,8
"1685",1,2016-10-22,"Sacred Heart (CT)","Robert Morris (PA)",16,10,1,8
"1686",0,2016-10-22,"Wagner (NY)","Bryant (RI)",17,27,0,8
"1687",0,2016-10-22,"Austin Peay St. (TN)","Mercer (GA)",34,41,1,8
"1688",0,2016-10-22,"Eastern Illinois","Murray St. (KY)",38,40,1,8
"1689",0,2016-10-22,"Eastern Kentucky","Jacksonville St. (AL)",7,24,1,8
"1690",1,2016-10-22,"Murray St. (KY)","Eastern Illinois",40,38,0,8
"1691",0,2016-10-22,"Tennessee St.","Vanderbilt (TN)",17,35,0,8
"1692",0,2016-10-22,"Southeast Missouri St.","Tennessee Tech",20,21,0,8
"1693",1,2016-10-22,"Jacksonville St. (AL)","Eastern Kentucky",24,7,0,8
"1694",1,2016-10-22,"Bryant (RI)","Wagner (NY)",27,17,1,8
"1695",0,2016-10-22,"Tennessee-Martin","Georgia St.",6,31,0,8
"1696",1,2016-10-22,"Tennessee Tech","Southeast Missouri St.",21,20,1,8
"1697",0,2016-10-22,"Georgetown (DC)","Fordham (NY)",14,17,0,8
"1698",0,2016-10-22,"Holy Cross (MA)","Lehigh (PA)",14,46,1,8
"1699",0,2016-10-22,"Lafayette (PA)","Bucknell (PA)",17,42,0,8
"1700",1,2016-10-22,"Lehigh (PA)","Holy Cross (MA)",46,14,0,8
"1701",0,2016-10-22,"Davidson (NC)","Marist (NY)",10,31,0,8
"1702",0,2016-10-22,"Butler (IN)","Dayton (OH)",16,31,1,8
"1703",0,2016-10-22,"Campbell (NC)","Stetson (FL)",24,30,1,8
"1704",1,2016-10-22,"Dayton (OH)","Butler (IN)",31,16,0,8
"1705",1,2016-10-22,"Jacksonville (FL)","Morehead St. (KY)",61,49,0,8
"1706",1,2016-10-22,"Fordham (NY)","Georgetown (DC)",17,14,1,8
"1707",1,2016-10-22,"Bucknell (PA)","Lafayette (PA)",42,17,1,8
"1708",0,2016-10-22,"Morehead St. (KY)","Jacksonville (FL)",49,61,1,8
"1709",1,2016-10-22,"San Diego (CA)","Valparaiso (IN)",49,10,1,8
"1710",1,2016-10-22,"Tennessee-Chattanooga","Virginia Military Institute",30,13,1,8
"1711",1,2016-10-22,"Stetson (FL)","Campbell (NC)",30,24,0,8
"1712",0,2016-10-22,"Valparaiso (IN)","San Diego (CA)",10,49,0,8
"1713",1,2016-10-22,"Mercer (GA)","Austin Peay St. (TN)",41,34,0,8
"1714",1,2016-10-22,"Samford (AL)","Western Carolina (NC)",30,17,1,8
"1715",1,2016-10-22,"Citadel (SC)","Wofford (SC)",24,21,0,8
"1716",0,2016-10-22,"Western Carolina (NC)","Samford (AL)",17,30,0,8
"1717",0,2016-10-22,"Wofford (SC)","Citadel (SC)",21,24,1,8
"1718",1,2016-10-22,"Central Arkansas","Lamar (TX)",22,12,1,8
"1719",1,2016-10-22,"Marist (NY)","Davidson (NC)",31,10,1,8
"1720",1,2016-10-22,"Abilene Christian (TX)","Incarnate Word (TX)",52,27,1,8
"1721",0,2016-10-22,"Incarnate Word (TX)","Abilene Christian (TX)",27,52,0,8
"1722",0,2016-10-22,"Houston Baptist (TX)","Southeastern Louisiana",3,37,0,8
"1723",1,2016-10-22,"McNeese St. (LA)","Northwestern St. (LA)",48,27,0,8
"1724",0,2016-10-22,"Nicholls St. (LA)","Sam Houston St. (TX)",21,38,1,8
"1725",0,2016-10-22,"Lamar (TX)","Central Arkansas",12,22,0,8
"1726",1,2016-10-22,"Sam Houston St. (TX)","Nicholls St. (LA)",38,21,0,8
"1727",0,2016-10-22,"Northwestern St. (LA)","McNeese St. (LA)",27,48,1,8
"1728",1,2016-10-22,"Southeastern Louisiana","Houston Baptist (TX)",37,3,1,8
"1729",0,2016-10-22,"Virginia Military Institute","Tennessee-Chattanooga",13,30,0,8
"1730",1,2016-10-22,"Grambling St. (LA)","Mississippi Valley St.",59,10,0,8
"1731",1,2016-10-22,"Southern (LA)","Arkansas-Pine Bluff",49,17,1,8
"1732",0,2016-10-22,"Prairie View A&M (TX)","Rice (TX)",44,65,0,8
"1733",0,2016-10-22,"Texas Southern","Jackson St. (MS)",13,21,1,8
"1734",0,2016-10-22,"Arkansas-Pine Bluff","Southern (LA)",17,49,0,8
"1735",1,2016-10-22,"Jackson St. (MS)","Texas Southern",21,13,0,8
"1736",1,2016-10-27,"Virginia Tech","Pittsburgh (PA)",39,36,0,9
"1737",0,2016-10-27,"Pittsburgh (PA)","Virginia Tech",36,39,1,9
"1738",0,2016-10-27,"Akron (OH)","Buffalo (NY)",20,41,0,9
"1739",1,2016-10-27,"Buffalo (NY)","Akron (OH)",41,20,1,9
"1740",1,2016-10-27,"Ohio","Toledo (OH)",31,26,0,9
"1741",0,2016-10-27,"Toledo (OH)","Ohio",26,31,1,9
"1742",0,2016-10-27,"California","Southern California",24,45,0,9
"1743",1,2016-10-27,"Southern California","California",45,24,1,9
"1744",0,2016-10-27,"Georgia Southern","Appalachian State (NC)",10,34,1,9
"1745",1,2016-10-27,"Appalachian State (NC)","Georgia Southern",34,10,0,9
"1746",0,2016-10-28,"Navy (MD)","South Florida",45,52,0,9
"1747",1,2016-10-28,"South Florida","Navy (MD)",52,45,1,9
"1748",1,2016-10-28,"Air Force (CO)","Fresno St. (CA)",31,21,0,9
"1749",0,2016-10-28,"Fresno St. (CA)","Air Force (CO)",21,31,1,9
"1750",1,2016-10-28,"San Diego St. (CA)","Utah St.",40,13,0,9
"1751",0,2016-10-28,"Utah St.","San Diego St. (CA)",13,40,1,9
"1752",0,2016-10-28,"Columbia (NY)","Yale (CT)",23,31,1,9
"1753",1,2016-10-28,"Yale (CT)","Columbia (NY)",31,23,0,9
"1754",1,2016-10-29,"Houston (TX)","Central Florida",31,24,1,9
"1755",1,2016-10-29,"East Carolina (NC)","Connecticut",41,3,1,9
"1756",0,2016-10-29,"Cincinnati (OH)","Temple (PA)",13,34,0,9
"1757",0,2016-10-29,"Connecticut","East Carolina (NC)",3,41,0,9
"1758",0,2016-10-29,"Memphis (TN)","Tulsa (OK)",30,59,1,9
"1759",1,2016-10-29,"Southern Methodist (TX)","Tulane (LA)",35,31,0,9
"1760",0,2016-10-29,"Tulane (LA)","Southern Methodist (TX)",31,35,1,9
"1761",1,2016-10-29,"Temple (PA)","Cincinnati (OH)",34,13,1,9
"1762",1,2016-10-29,"Tulsa (OK)","Memphis (TN)",59,30,0,9
"1763",0,2016-10-29,"Central Florida","Houston (TX)",24,31,0,9
"1764",0,2016-10-29,"Duke (NC)","Georgia Tech",35,38,0,9
"1765",1,2016-10-29,"Boston College (MA)","North Carolina St.",21,14,0,9
"1766",1,2016-10-29,"Clemson (SC)","Florida St.",37,34,0,9
"1767",1,2016-10-29,"Georgia Tech","Duke (NC)",38,35,1,9
"1768",0,2016-10-29,"Florida St.","Clemson (SC)",34,37,1,9
"1769",0,2016-10-29,"Miami (FL)","Notre Dame (IN)",27,30,0,9
"1770",1,2016-10-29,"Louisville (KY)","Virginia",32,25,0,9
"1771",0,2016-10-29,"North Carolina St.","Boston College (MA)",14,21,1,9
"1772",0,2016-10-29,"Virginia","Louisville (KY)",25,32,1,9
"1773",0,2016-10-29,"Wake Forest (NC)","Army (NY)",13,21,1,9
"1774",0,2016-10-29,"Baylor (TX)","Texas",34,35,0,9
"1775",0,2016-10-29,"Kansas","Oklahoma",3,56,0,9
"1776",1,2016-10-29,"Kansas St.","Iowa St.",31,26,0,9
"1777",1,2016-10-29,"Oklahoma","Kansas",56,3,1,9
"1778",1,2016-10-29,"Oklahoma St.","West Virginia",37,20,1,9
"1779",0,2016-10-29,"Texas Christian","Texas Tech",24,27,1,9
"1780",1,2016-10-29,"Texas Tech","Texas Christian",27,24,0,9
"1781",0,2016-10-29,"West Virginia","Oklahoma St.",20,37,0,9
"1782",1,2016-10-29,"Texas","Baylor (TX)",35,34,1,9
"1783",1,2016-10-29,"Indiana","Maryland",42,36,1,9
"1784",0,2016-10-29,"Iowa St.","Kansas St.",26,31,1,9
"1785",1,2016-10-29,"Michigan","Michigan St.",32,23,0,9
"1786",0,2016-10-29,"Maryland","Indiana",36,42,0,9
"1787",0,2016-10-29,"Michigan St.","Michigan",23,32,1,9
"1788",1,2016-10-29,"Minnesota","Illinois",40,17,0,9
"1789",0,2016-10-29,"Nebraska","Wisconsin",17,23,0,9
"1790",1,2016-10-29,"Ohio St.","Northwestern (IL)",24,20,1,9
"1791",1,2016-10-29,"Wisconsin","Nebraska",23,17,1,9
"1792",1,2016-10-29,"Penn St.","Purdue (IN)",62,24,0,9
"1793",0,2016-10-29,"Purdue (IN)","Penn St.",24,62,1,9
"1794",0,2016-10-29,"Florida Atlantic","Western Kentucky",3,52,1,9
"1795",1,2016-10-29,"Louisiana Tech","Rice (TX)",61,16,1,9
"1796",0,2016-10-29,"Marshall (WV)","Southern Mississippi",14,24,0,9
"1797",1,2016-10-29,"Middle Tennessee St.","Florida International",42,35,0,9
"1798",0,2016-10-29,"North Texas","Texas-San Antonio",17,31,0,9
"1799",0,2016-10-29,"Illinois","Minnesota",17,40,1,9
"1800",1,2016-10-29,"Old Dominion (VA)","Texas-El Paso",31,21,0,9
"1801",0,2016-10-29,"Rice (TX)","Louisiana Tech",16,61,0,9
"1802",1,2016-10-29,"Southern Mississippi","Marshall (WV)",24,14,1,9
"1803",1,2016-10-29,"Texas-San Antonio","North Texas",31,17,1,9
"1804",1,2016-10-29,"Western Kentucky","Florida Atlantic",52,3,0,9
"1805",0,2016-10-29,"Northwestern (IL)","Ohio St.",20,24,0,9
"1806",1,2016-10-29,"Army (NY)","Wake Forest (NC)",21,13,0,9
"1807",1,2016-10-29,"Notre Dame (IN)","Miami (FL)",30,27,1,9
"1808",1,2016-10-29,"Massachusetts","Wagner (NY)",34,10,1,9
"1809",0,2016-10-29,"Florida International","Middle Tennessee St.",35,42,1,9
"1810",1,2016-10-29,"Kent St. (OH)","Central Michigan",27,24,0,9
"1811",0,2016-10-29,"Eastern Michigan","Miami (OH)",15,28,1,9
"1812",1,2016-10-29,"Miami (OH)","Eastern Michigan",28,15,0,9
"1813",0,2016-10-29,"Texas-El Paso","Old Dominion (VA)",21,31,1,9
"1814",0,2016-10-29,"Boise St. (ID)","Wyoming",28,30,0,9
"1815",0,2016-10-29,"Hawaii","New Mexico",21,28,1,9
"1816",0,2016-10-29,"Central Michigan","Kent St. (OH)",24,27,1,9
"1817",1,2016-10-29,"San Jose St. (CA)","Nevada-Las Vegas",30,24,1,9
"1818",1,2016-10-29,"Wyoming","Boise St. (ID)",30,28,1,9
"1819",0,2016-10-29,"Arizona St.","Oregon",35,54,0,9
"1820",0,2016-10-29,"Arizona","Stanford (CA)",10,34,1,9
"1821",1,2016-10-29,"Oregon","Arizona St.",54,35,1,9
"1822",0,2016-10-29,"Oregon St.","Washington St.",31,35,1,9
"1823",0,2016-10-29,"Utah","Washington",24,31,1,9
"1824",1,2016-10-29,"Washington","Utah",31,24,0,9
"1825",1,2016-10-29,"Washington St.","Oregon St.",35,31,0,9
"1826",1,2016-10-29,"New Mexico","Hawaii",28,21,0,9
"1827",0,2016-10-29,"Georgia","Florida",10,24,1,9
"1828",1,2016-10-29,"Florida","Georgia",24,10,1,9
"1829",1,2016-10-29,"Auburn (AL)","Mississippi",40,29,0,9
"1830",1,2016-10-29,"Kentucky","Missouri",35,21,0,9
"1831",0,2016-10-29,"Mississippi","Auburn (AL)",29,40,1,9
"1832",1,2016-10-29,"South Carolina","Tennessee",24,21,1,9
"1833",0,2016-10-29,"Missouri","Kentucky",21,35,1,9
"1834",0,2016-10-29,"Tennessee","South Carolina",21,24,0,9
"1835",1,2016-10-29,"Texas A&M","New Mexico St.",52,10,1,9
"1836",1,2016-10-29,"Stanford (CA)","Arizona",34,10,0,9
"1837",1,2016-10-29,"Arkansas St.","Louisiana-Monroe",51,10,1,9
"1838",0,2016-10-29,"Georgia St.","South Alabama",10,13,0,9
"1839",0,2016-10-29,"Louisiana-Monroe","Arkansas St.",10,51,0,9
"1840",1,2016-10-29,"South Alabama","Georgia St.",13,10,1,9
"1841",1,2016-10-29,"Mississippi St.","Samford (AL)",56,41,1,9
