"","Win","Date","Team","Opponent","ScoreOff","ScoreDef","Home","Week"
"1097",1,2016-10-06,"North Carolina A&T","Norfolk St. (VA)",35,0,1,6
"1098",0,2016-10-07,"Southern Methodist (TX)","Tulsa (OK)",40,43,0,6
"1099",1,2016-10-07,"Tulsa (OK)","Southern Methodist (TX)",43,40,1,6
"1100",0,2016-10-07,"Boston College (MA)","Clemson (SC)",10,56,1,6
"1101",1,2016-10-07,"Clemson (SC)","Boston College (MA)",56,10,0,6
"1102",1,2016-10-07,"Old Dominion (VA)","Massachusetts",36,16,1,6
"1103",0,2016-10-07,"Massachusetts","Old Dominion (VA)",16,36,0,6
"1104",1,2016-10-07,"Boise St. (ID)","New Mexico",49,21,0,6
"1105",0,2016-10-07,"New Mexico","Boise St. (ID)",21,49,1,6
"1106",0,2016-10-07,"Elon (NC)","New Hampshire",10,13,1,6
"1107",1,2016-10-07,"New Hampshire","Elon (NC)",13,10,0,6
"1108",0,2016-10-08,"Houston (TX)","Navy (MD)",40,46,0,6
"1109",0,2016-10-08,"East Carolina (NC)","South Florida",22,38,0,6
"1110",0,2016-10-08,"Cincinnati (OH)","Connecticut",9,20,0,6
"1111",1,2016-10-08,"Connecticut","Cincinnati (OH)",20,9,1,6
"1112",1,2016-10-08,"Navy (MD)","Houston (TX)",46,40,1,6
"1113",1,2016-10-08,"South Florida","East Carolina (NC)",38,22,1,6
"1114",1,2016-10-08,"Duke (NC)","Army (NY)",13,6,1,6
"1115",0,2016-10-08,"Georgia Tech","Pittsburgh (PA)",34,37,0,6
"1116",1,2016-10-08,"Florida St.","Miami (FL)",20,19,0,6
"1117",0,2016-10-08,"Miami (FL)","Florida St.",19,20,1,6
"1118",1,2016-10-08,"North Carolina St.","Notre Dame (IN)",10,3,1,6
"1119",0,2016-10-08,"North Carolina","Virginia Tech",3,34,1,6
"1120",1,2016-10-08,"Virginia Tech","North Carolina",34,3,0,6
"1121",1,2016-10-08,"Wake Forest (NC)","Syracuse (NY)",28,9,1,6
"1122",0,2016-10-08,"Kansas","Texas Christian",23,24,1,6
"1123",1,2016-10-08,"Kansas St.","Texas Tech",44,38,1,6
"1124",1,2016-10-08,"Oklahoma","Texas",45,40,1,6
"1125",1,2016-10-08,"Oklahoma St.","Iowa St.",38,31,1,6
"1126",1,2016-10-08,"Texas Christian","Kansas",24,23,0,6
"1127",0,2016-10-08,"Texas Tech","Kansas St.",38,44,0,6
"1128",1,2016-10-08,"Pittsburgh (PA)","Georgia Tech",37,34,1,6
"1129",0,2016-10-08,"Syracuse (NY)","Wake Forest (NC)",9,28,0,6
"1130",0,2016-10-08,"Texas","Oklahoma",40,45,1,6
"1131",1,2016-10-08,"Iowa","Minnesota",14,7,0,6
"1132",0,2016-10-08,"Indiana","Ohio St.",17,38,0,6
"1133",0,2016-10-08,"Iowa St.","Oklahoma St.",31,38,0,6
"1134",1,2016-10-08,"Michigan","Rutgers (NJ)",78,0,0,6
"1135",0,2016-10-08,"Maryland","Penn St.",14,38,0,6
"1136",0,2016-10-08,"Michigan St.","Brigham Young (UT)",14,31,1,6
"1137",0,2016-10-08,"Minnesota","Iowa",7,14,1,6
"1138",1,2016-10-08,"Ohio St.","Indiana",38,17,1,6
"1139",1,2016-10-08,"Penn St.","Maryland",38,14,1,6
"1140",0,2016-10-08,"Rutgers (NJ)","Michigan",0,78,1,6
"1141",1,2016-10-08,"Purdue (IN)","Illinois",34,31,0,6
"1142",0,2016-10-08,"Marshall (WV)","North Texas",21,38,0,6
"1143",1,2016-10-08,"North Texas","Marshall (WV)",38,21,1,6
"1144",0,2016-10-08,"Illinois","Purdue (IN)",31,34,1,6
"1145",0,2016-10-08,"Southern Mississippi","Texas-San Antonio",32,55,0,6
"1146",1,2016-10-08,"Texas-San Antonio","Southern Mississippi",55,32,1,6
"1147",0,2016-10-08,"Army (NY)","Duke (NC)",6,13,0,6
"1148",1,2016-10-08,"Brigham Young (UT)","Michigan St.",31,14,0,6
"1149",0,2016-10-08,"Notre Dame (IN)","North Carolina St.",3,10,0,6
"1150",1,2016-10-08,"Akron (OH)","Miami (OH)",35,13,1,6
"1151",1,2016-10-08,"Florida International","Texas-El Paso",35,21,0,6
"1152",0,2016-10-08,"Bowling Green (OH)","Ohio",24,30,0,6
"1153",0,2016-10-08,"Ball St. (IN)","Central Michigan",21,24,0,6
"1154",0,2016-10-08,"Buffalo (NY)","Kent St. (OH)",20,44,1,6
"1155",1,2016-10-08,"Kent St. (OH)","Buffalo (NY)",44,20,0,6
"1156",0,2016-10-08,"Eastern Michigan","Toledo (OH)",20,35,1,6
"1157",0,2016-10-08,"Miami (OH)","Akron (OH)",13,35,0,6
"1158",1,2016-10-08,"Ohio","Bowling Green (OH)",30,24,1,6
"1159",1,2016-10-08,"Western Michigan","Northern Illinois",45,30,1,6
"1160",0,2016-10-08,"Texas-El Paso","Florida International",21,35,1,6
"1161",0,2016-10-08,"Air Force (CO)","Wyoming",26,35,0,6
"1162",1,2016-10-08,"Colorado St.","Utah St.",31,24,1,6
"1163",0,2016-10-08,"Fresno St. (CA)","Nevada",22,27,0,6
"1164",1,2016-10-08,"Nevada","Fresno St. (CA)",27,22,1,6
"1165",1,2016-10-08,"San Diego St. (CA)","Nevada-Las Vegas",26,7,1,6
"1166",1,2016-10-08,"Central Michigan","Ball St. (IN)",24,21,1,6
"1167",0,2016-10-08,"Northern Illinois","Western Michigan",30,45,0,6
"1168",0,2016-10-08,"San Jose St. (CA)","Hawaii",17,34,1,6
"1169",0,2016-10-08,"Nevada-Las Vegas","San Diego St. (CA)",7,26,0,6
"1170",0,2016-10-08,"Utah St.","Colorado St.",24,31,0,6
"1171",1,2016-10-08,"Toledo (OH)","Eastern Michigan",35,20,0,6
"1172",1,2016-10-08,"Wyoming","Air Force (CO)",35,26,1,6
"1173",1,2016-10-08,"Arizona St.","UCLA",23,20,1,6
"1174",0,2016-10-08,"California","Oregon St.",44,47,0,6
"1175",0,2016-10-08,"Arizona","Utah",23,36,0,6
"1176",0,2016-10-08,"Oregon","Washington",21,70,1,6
"1177",0,2016-10-08,"Colorado","Southern California",17,21,0,6
"1178",0,2016-10-08,"UCLA","Arizona St.",20,23,0,6
"1179",1,2016-10-08,"Southern California","Colorado",21,17,1,6
"1180",1,2016-10-08,"Oregon St.","California",47,44,1,6
"1181",1,2016-10-08,"Utah","Arizona",36,23,1,6
"1182",1,2016-10-08,"Washington","Oregon",70,21,0,6
"1183",1,2016-10-08,"Washington St.","Stanford (CA)",42,16,0,6
"1184",1,2016-10-08,"Alabama","Arkansas",49,30,0,6
"1185",0,2016-10-08,"Arkansas","Alabama",30,49,1,6
"1186",1,2016-10-08,"Auburn (AL)","Mississippi St.",38,14,0,6
"1187",1,2016-10-08,"Kentucky","Vanderbilt (TN)",20,13,1,6
"1188",0,2016-10-08,"Tennessee","Texas A&M",38,45,0,6
"1189",1,2016-10-08,"Texas A&M","Tennessee",45,38,1,6
"1190",0,2016-10-08,"Vanderbilt (TN)","Kentucky",13,20,0,6
"1191",0,2016-10-08,"Stanford (CA)","Washington St.",16,42,1,6
"1192",1,2016-10-08,"Georgia St.","Texas St.",41,21,1,6
"1193",1,2016-10-08,"Idaho","Louisiana-Monroe",34,31,0,6
"1194",0,2016-10-08,"Louisiana-Monroe","Idaho",31,34,1,6
"1195",0,2016-10-08,"Texas St.","Georgia St.",21,41,0,6
"1196",0,2016-10-08,"Mississippi St.","Auburn (AL)",14,38,1,6
"1197",1,2016-10-08,"Eastern Washington","Northern Colorado",49,31,1,6
"1198",1,2016-10-08,"Montana","Mississippi Valley St.",67,7,1,6
"1199",0,2016-10-08,"Montana St.","Northern Arizona",14,20,1,6
"1200",1,2016-10-08,"North Dakota","Cal St.-Sacramento",40,7,0,6
"1201",0,2016-10-08,"Northern Colorado","Eastern Washington",31,49,0,6
"1202",0,2016-10-08,"Portland St. (OR)","Weber St. (UT)",10,14,0,6
"1203",0,2016-10-08,"Cal St.-Sacramento","North Dakota",7,40,1,6
"1204",1,2016-10-08,"Southern Utah","California-Davis",24,3,1,6
"1205",0,2016-10-08,"California-Davis","Southern Utah",3,24,0,6
"1206",0,2016-10-08,"SUNY-Albany (NY)","Richmond (VA)",30,36,1,6
"1207",0,2016-10-08,"Presbyterian (SC)","Gardner-Webb (NC)",3,24,0,6
"1208",1,2016-10-08,"Monmouth (NJ)","Howard (DC)",59,27,0,6
"1209",1,2016-10-08,"Northern Arizona","Montana St.",20,14,0,6
"1210",0,2016-10-08,"Delaware","Maine",21,28,1,6
"1211",1,2016-10-08,"James Madison (VA)","William & Mary (VA)",31,24,1,6
"1212",1,2016-10-08,"Weber St. (UT)","Portland St. (OR)",14,10,1,6
"1213",1,2016-10-08,"Gardner-Webb (NC)","Presbyterian (SC)",24,3,1,6
"1214",0,2016-10-08,"Rhode Island","Villanova (PA)",0,35,0,6
"1215",1,2016-10-08,"Richmond (VA)","SUNY-Albany (NY)",36,30,0,6
"1216",1,2016-10-08,"SUNY-Stony Brook (NY)","Towson (MD)",27,20,0,6
"1217",0,2016-10-08,"Towson (MD)","SUNY-Stony Brook (NY)",20,27,1,6
"1218",1,2016-10-08,"Villanova (PA)","Rhode Island",35,0,1,6
"1219",0,2016-10-08,"William & Mary (VA)","James Madison (VA)",24,31,0,6
"1220",0,2016-10-08,"Brown (RI)","Stetson (FL)",21,31,1,6
"1221",1,2016-10-08,"Columbia (NY)","Wagner (NY)",15,13,0,6
"1222",1,2016-10-08,"Harvard (MA)","Cornell (NY)",29,13,1,6
"1223",1,2016-10-08,"Pennsylvania","Central Connecticut St.",28,16,1,6
"1224",1,2016-10-08,"Princeton (NJ)","Georgetown (DC)",31,17,0,6
"1225",0,2016-10-08,"Dartmouth (NH)","Yale (CT)",13,21,0,6
"1226",1,2016-10-08,"Maine","Delaware",28,21,0,6
"1227",0,2016-10-08,"Florida A&M","North Carolina Central",13,17,0,6
"1228",0,2016-10-08,"Delaware St.","Hampton (VA)",17,27,1,6
"1229",1,2016-10-08,"Hampton (VA)","Delaware St.",27,17,0,6
"1230",0,2016-10-08,"Howard (DC)","Monmouth (NJ)",27,59,1,6
"1231",0,2016-10-08,"Cornell (NY)","Harvard (MA)",13,29,0,6
"1232",1,2016-10-08,"Yale (CT)","Dartmouth (NH)",21,13,1,6
"1233",0,2016-10-08,"Illinois St.","Youngstown St. (OH)",6,20,1,6
"1234",1,2016-10-08,"North Dakota St.","Missouri St.",27,3,0,6
"1235",0,2016-10-08,"Missouri St.","North Dakota St.",3,27,1,6
"1236",0,2016-10-08,"Northern Iowa","South Dakota",25,28,0,6
"1237",1,2016-10-08,"South Dakota","Northern Iowa",28,25,1,6
"1238",1,2016-10-08,"South Dakota St.","Southern Illinois",45,39,0,6
"1239",1,2016-10-08,"North Carolina Central","Florida A&M",17,13,1,6
"1240",1,2016-10-08,"Youngstown St. (OH)","Illinois St.",20,6,0,6
"1241",1,2016-10-08,"Western Illinois","Indiana St.",36,35,1,6
"1242",0,2016-10-08,"Southern Illinois","South Dakota St.",39,45,1,6
"1243",0,2016-10-08,"Central Connecticut St.","Pennsylvania",16,28,0,6
"1244",0,2016-10-08,"Robert Morris (PA)","Saint Francis (PA)",10,24,1,6
"1245",0,2016-10-08,"Indiana St.","Western Illinois",35,36,0,6
"1246",0,2016-10-08,"Wagner (NY)","Columbia (NY)",13,15,1,6
"1247",1,2016-10-08,"Saint Francis (PA)","Robert Morris (PA)",24,10,0,6
"1248",0,2016-10-08,"Austin Peay St. (TN)","Tennessee-Martin",31,45,0,6
"1249",1,2016-10-08,"Eastern Illinois","Tennessee St.",35,34,1,6
"1250",1,2016-10-08,"Eastern Kentucky","Southeast Missouri St.",31,16,1,6
"1251",0,2016-10-08,"Tennessee St.","Eastern Illinois",34,35,0,6
"1252",0,2016-10-08,"Southeast Missouri St.","Eastern Kentucky",16,31,0,6
"1253",1,2016-10-08,"Jacksonville St. (AL)","Tennessee Tech",40,21,1,6
"1254",1,2016-10-08,"Tennessee-Martin","Austin Peay St. (TN)",45,31,1,6
"1255",0,2016-10-08,"Tennessee Tech","Jacksonville St. (AL)",21,40,0,6
"1256",0,2016-10-08,"Colgate (NY)","Lehigh (PA)",31,45,0,6
"1257",0,2016-10-08,"Georgetown (DC)","Princeton (NJ)",17,31,1,6
"1258",0,2016-10-08,"Holy Cross (MA)","Bucknell (PA)",20,21,1,6
"1259",0,2016-10-08,"Lafayette (PA)","Fordham (NY)",34,58,0,6
"1260",1,2016-10-08,"Lehigh (PA)","Colgate (NY)",45,31,1,6
"1261",0,2016-10-08,"Davidson (NC)","San Diego (CA)",3,52,0,6
"1262",0,2016-10-08,"Butler (IN)","Marist (NY)",21,30,1,6
"1263",1,2016-10-08,"Dayton (OH)","Morehead St. (KY)",51,27,1,6
"1264",1,2016-10-08,"Drake (IA)","Valparaiso (IN)",35,21,0,6
"1265",1,2016-10-08,"Fordham (NY)","Lafayette (PA)",58,34,1,6
"1266",1,2016-10-08,"Bucknell (PA)","Holy Cross (MA)",21,20,0,6
"1267",0,2016-10-08,"Morehead St. (KY)","Dayton (OH)",27,51,0,6
"1268",1,2016-10-08,"San Diego (CA)","Davidson (NC)",52,3,1,6
"1269",1,2016-10-08,"Tennessee-Chattanooga","Mercer (GA)",52,31,1,6
"1270",1,2016-10-08,"Stetson (FL)","Brown (RI)",31,21,0,6
"1271",0,2016-10-08,"Valparaiso (IN)","Drake (IA)",21,35,1,6
"1272",0,2016-10-08,"East Tennessee St.","Virginia Military Institute",7,37,0,6
"1273",0,2016-10-08,"Furman (SC)","Samford (AL)",21,38,1,6
"1274",0,2016-10-08,"Mercer (GA)","Tennessee-Chattanooga",31,52,0,6
"1275",1,2016-10-08,"Samford (AL)","Furman (SC)",38,21,0,6
"1276",0,2016-10-08,"Western Carolina (NC)","Wofford (SC)",19,31,1,6
"1277",1,2016-10-08,"Wofford (SC)","Western Carolina (NC)",31,19,0,6
"1278",1,2016-10-08,"Marist (NY)","Butler (IN)",30,21,0,6
"1279",0,2016-10-08,"Abilene Christian (TX)","Lamar (TX)",10,38,1,6
"1280",0,2016-10-08,"Incarnate Word (TX)","Sam Houston St. (TX)",48,63,1,6
"1281",0,2016-10-08,"McNeese St. (LA)","Southeastern Louisiana",24,31,0,6
"1282",1,2016-10-08,"Nicholls St. (LA)","Stephen F. Austin (TX)",35,28,1,6
"1283",1,2016-10-08,"Lamar (TX)","Abilene Christian (TX)",38,10,0,6
"1284",1,2016-10-08,"Sam Houston St. (TX)","Incarnate Word (TX)",63,48,0,6
"1285",0,2016-10-08,"Alabama A&M","Alcorn St. (MS)",19,42,1,6
"1286",0,2016-10-08,"Stephen F. Austin (TX)","Nicholls St. (LA)",28,35,0,6
"1287",1,2016-10-08,"Southeastern Louisiana","McNeese St. (LA)",31,24,1,6
"1288",1,2016-10-08,"Virginia Military Institute","East Tennessee St.",37,7,1,6
"1289",0,2016-10-08,"Alabama St.","Prairie View A&M (TX)",17,24,0,6
"1290",1,2016-10-08,"Prairie View A&M (TX)","Alabama St.",24,17,1,6
"1291",1,2016-10-08,"Alcorn St. (MS)","Alabama A&M",42,19,0,6
"1292",0,2016-10-08,"Mississippi Valley St.","Montana",7,67,0,6
"1293",0,2016-10-09,"Florida Atlantic","North Carolina-Charlotte",23,28,1,6
"1294",1,2016-10-09,"North Carolina-Charlotte","Florida Atlantic",28,23,0,6
"1295",1,2016-10-09,"Georgia","South Carolina",28,14,0,6
"1296",0,2016-10-09,"South Carolina","Georgia",14,28,1,6
"1297",0,2016-10-12,"Louisiana-Lafayette","Appalachian State (NC)",0,24,1,7
"1298",1,2016-10-13,"Presbyterian (SC)","Monmouth (NJ)",17,13,1,7
"1299",0,2016-10-13,"Monmouth (NJ)","Presbyterian (SC)",13,17,0,7
"1300",1,2016-10-14,"Memphis (TN)","Tulane (LA)",24,14,0,7
"1301",0,2016-10-14,"Tulane (LA)","Memphis (TN)",14,24,1,7
"1302",0,2016-10-14,"Duke (NC)","Louisville (KY)",14,24,0,7
"1303",1,2016-10-14,"Louisville (KY)","Duke (NC)",24,14,1,7
"1304",1,2016-10-14,"Brigham Young (UT)","Mississippi St.",28,21,1,7
"1305",0,2016-10-14,"Fresno St. (CA)","San Diego St. (CA)",3,17,1,7
"1306",1,2016-10-14,"San Diego St. (CA)","Fresno St. (CA)",17,3,0,7
"1307",0,2016-10-14,"Mississippi St.","Brigham Young (UT)",21,28,0,7
"1308",1,2016-10-15,"Houston (TX)","Tulsa (OK)",38,31,1,7
"1309",0,2016-10-15,"Connecticut","South Florida",27,42,0,7
"1310",1,2016-10-15,"South Florida","Connecticut",42,27,1,7
"1311",1,2016-10-15,"Temple (PA)","Central Florida",26,25,0,7
"1312",0,2016-10-15,"Tulsa (OK)","Houston (TX)",31,38,0,7
"1313",0,2016-10-15,"Central Florida","Temple (PA)",25,26,1,7
"1314",1,2016-10-15,"Clemson (SC)","North Carolina St.",24,17,1,7
"1315",1,2016-10-15,"Georgia Tech","Georgia Southern",35,24,1,7
"1316",1,2016-10-15,"Florida St.","Wake Forest (NC)",17,6,1,7
"1317",0,2016-10-15,"Miami (FL)","North Carolina",13,20,1,7
"1318",0,2016-10-15,"North Carolina St.","Clemson (SC)",17,24,0,7
"1319",0,2016-10-15,"Virginia","Pittsburgh (PA)",31,45,1,7
"1320",1,2016-10-15,"North Carolina","Miami (FL)",20,13,0,7
"1321",0,2016-10-15,"Virginia Tech","Syracuse (NY)",17,31,0,7
"1322",0,2016-10-15,"Wake Forest (NC)","Florida St.",6,17,0,7
"1323",1,2016-10-15,"Baylor (TX)","Kansas",49,7,1,7
"1324",0,2016-10-15,"Kansas","Baylor (TX)",7,49,0,7
"1325",0,2016-10-15,"Kansas St.","Oklahoma",17,38,0,7
"1326",1,2016-10-15,"Oklahoma","Kansas St.",38,17,1,7
"1327",0,2016-10-15,"Texas Tech","West Virginia",17,48,1,7
"1328",1,2016-10-15,"West Virginia","Texas Tech",48,17,0,7
"1329",1,2016-10-15,"Pittsburgh (PA)","Virginia",45,31,0,7
"1330",1,2016-10-15,"Syracuse (NY)","Virginia Tech",31,17,1,7
"1331",1,2016-10-15,"Texas","Iowa St.",27,6,1,7
"1332",1,2016-10-15,"Iowa","Purdue (IN)",49,35,0,7
"1333",0,2016-10-15,"Indiana","Nebraska",22,27,1,7
"1334",0,2016-10-15,"Iowa St.","Texas",6,27,0,7
"1335",0,2016-10-15,"Maryland","Minnesota",10,31,1,7
"1336",0,2016-10-15,"Michigan St.","Northwestern (IL)",40,54,1,7
"1337",1,2016-10-15,"Minnesota","Maryland",31,10,0,7
"1338",1,2016-10-15,"Nebraska","Indiana",27,22,0,7
"1339",1,2016-10-15,"Ohio St.","Wisconsin",30,23,0,7
"1340",0,2016-10-15,"Wisconsin","Ohio St.",23,30,1,7
"1341",0,2016-10-15,"Rutgers (NJ)","Illinois",7,24,1,7
"1342",0,2016-10-15,"Purdue (IN)","Iowa",35,49,1,7
"1343",0,2016-10-15,"Florida Atlantic","Marshall (WV)",21,27,0,7
"1344",0,2016-10-15,"North Carolina-Charlotte","Florida International",26,27,1,7
"1345",1,2016-10-15,"Louisiana Tech","Massachusetts",56,28,0,7
"1346",1,2016-10-15,"Marshall (WV)","Florida Atlantic",27,21,1,7
"1347",0,2016-10-15,"Middle Tennessee St.","Western Kentucky",43,44,1,7
"1348",1,2016-10-15,"Illinois","Rutgers (NJ)",24,7,0,7
"1349",0,2016-10-15,"Rice (TX)","Texas-San Antonio",13,14,1,7
"1350",0,2016-10-15,"Southern Mississippi","Louisiana St.",10,45,0,7
"1351",1,2016-10-15,"Texas-San Antonio","Rice (TX)",14,13,0,7
"1352",1,2016-10-15,"Western Kentucky","Middle Tennessee St.",44,43,0,7
"1353",1,2016-10-15,"Northwestern (IL)","Michigan St.",54,40,0,7
"1354",1,2016-10-15,"Army (NY)","Lafayette (PA)",62,7,1,7
"1355",0,2016-10-15,"Notre Dame (IN)","Stanford (CA)",10,17,1,7
"1356",0,2016-10-15,"Akron (OH)","Western Michigan",0,41,1,7
"1357",0,2016-10-15,"Massachusetts","Louisiana Tech",28,56,1,7
"1358",1,2016-10-15,"Florida International","North Carolina-Charlotte",27,26,0,7
"1359",0,2016-10-15,"Bowling Green (OH)","Toledo (OH)",35,42,0,7
"1360",1,2016-10-15,"Ball St. (IN)","Buffalo (NY)",31,21,0,7
"1361",0,2016-10-15,"Buffalo (NY)","Ball St. (IN)",21,31,1,7
"1362",0,2016-10-15,"Kent St. (OH)","Miami (OH)",14,18,0,7
"1363",1,2016-10-15,"Eastern Michigan","Ohio",27,20,0,7
"1364",1,2016-10-15,"Miami (OH)","Kent St. (OH)",18,14,1,7
"1365",0,2016-10-15,"Ohio","Eastern Michigan",20,27,1,7
"1366",1,2016-10-15,"Western Michigan","Akron (OH)",41,0,0,7
"1367",0,2016-10-15,"Air Force (CO)","New Mexico",40,45,1,7
"1368",1,2016-10-15,"Boise St. (ID)","Colorado St.",28,23,1,7
"1369",0,2016-10-15,"Colorado St.","Boise St. (ID)",23,28,0,7
"1370",0,2016-10-15,"Hawaii","Nevada-Las Vegas",38,41,1,7
"1371",1,2016-10-15,"Central Michigan","Northern Illinois",34,28,0,7
"1372",0,2016-10-15,"Northern Illinois","Central Michigan",28,34,1,7
"1373",1,2016-10-15,"San Jose St. (CA)","Nevada",14,10,1,7
"1374",1,2016-10-15,"Nevada-Las Vegas","Hawaii",41,38,0,7
"1375",1,2016-10-15,"Toledo (OH)","Bowling Green (OH)",42,35,1,7
"1376",0,2016-10-15,"Arizona St.","Colorado",16,40,0,7
"1377",0,2016-10-15,"Arizona","Southern California",14,48,1,7
"1378",1,2016-10-15,"Colorado","Arizona St.",40,16,1,7
"1379",0,2016-10-15,"UCLA","Washington St.",21,27,0,7
"1380",1,2016-10-15,"Southern California","Arizona",48,14,0,7
"1381",0,2016-10-15,"Oregon St.","Utah",14,19,1,7
"1382",1,2016-10-15,"Utah","Oregon St.",19,14,0,7
"1383",1,2016-10-15,"Washington St.","UCLA",27,21,1,7
"1384",1,2016-10-15,"Alabama","Tennessee",49,10,0,7
"1385",1,2016-10-15,"New Mexico","Air Force (CO)",45,40,1,7
"1386",1,2016-10-15,"Arkansas","Mississippi",34,30,1,7
"1387",0,2016-10-15,"Georgia","Vanderbilt (TN)",16,17,1,7
"1388",1,2016-10-15,"Florida","Missouri",40,14,1,7
"1389",1,2016-10-15,"Louisiana St.","Southern Mississippi",45,10,1,7
"1390",0,2016-10-15,"Mississippi","Arkansas",30,34,0,7
"1391",0,2016-10-15,"Missouri","Florida",14,40,0,7
"1392",0,2016-10-15,"Tennessee","Alabama",10,49,1,7
"1393",1,2016-10-15,"Vanderbilt (TN)","Georgia",17,16,0,7
"1394",1,2016-10-15,"Stanford (CA)","Notre Dame (IN)",17,10,0,7
"1395",1,2016-10-15,"Arkansas St.","South Alabama",17,7,1,7
"1396",0,2016-10-15,"Georgia Southern","Georgia Tech",24,35,0,7
"1397",0,2016-10-15,"Georgia St.","Troy (AL)",21,31,0,7
"1398",1,2016-10-15,"Idaho","New Mexico St.",55,23,1,7
"1399",1,2016-10-15,"Louisiana-Monroe","Texas St.",40,34,1,7
"1400",0,2016-10-15,"Texas St.","Louisiana-Monroe",34,40,0,7
"1401",0,2016-10-15,"South Alabama","Arkansas St.",7,17,0,7
"1402",1,2016-10-15,"Troy (AL)","Georgia St.",31,21,1,7
"1403",1,2016-10-15,"Cal Poly-San Luis Obispo","Portland St. (OR)",55,35,0,7
"1404",0,2016-10-15,"Idaho St.","Northern Arizona",7,52,0,7
"1405",1,2016-10-15,"Montana","Cal St.-Sacramento",68,7,1,7
"1406",0,2016-10-15,"Montana St.","Weber St. (UT)",27,45,0,7
"1407",1,2016-10-15,"North Dakota","Southern Utah",45,23,1,7
"1408",0,2016-10-15,"Northern Colorado","California-Davis",21,34,0,7
"1409",0,2016-10-15,"Portland St. (OR)","Cal Poly-San Luis Obispo",35,55,1,7
"1410",0,2016-10-15,"Cal St.-Sacramento","Montana",7,68,0,7
"1411",0,2016-10-15,"Southern Utah","North Dakota",23,45,0,7
"1412",1,2016-10-15,"California-Davis","Northern Colorado",34,21,1,7
"1413",1,2016-10-15,"Liberty (VA)","Kennesaw St. (GA)",36,21,0,7
"1414",0,2016-10-15,"Kennesaw St. (GA)","Liberty (VA)",21,36,1,7
"1415",0,2016-10-15,"New Mexico St.","Idaho",23,55,0,7
"1416",0,2016-10-15,"SUNY-Albany (NY)","Maine",16,20,0,7
"1417",1,2016-10-15,"Northern Arizona","Idaho St.",52,7,1,7
"1418",0,2016-10-15,"Delaware","William & Mary (VA)",17,24,0,7
"1419",1,2016-10-15,"James Madison (VA)","New Hampshire",42,39,0,7
"1420",1,2016-10-15,"Weber St. (UT)","Montana St.",45,27,1,7
"1421",0,2016-10-15,"Rhode Island","SUNY-Stony Brook (NY)",3,14,0,7
"1422",0,2016-10-15,"New Hampshire","James Madison (VA)",39,42,1,7
"1423",1,2016-10-15,"Richmond (VA)","Villanova (PA)",23,0,1,7
"1424",1,2016-10-15,"SUNY-Stony Brook (NY)","Rhode Island",14,3,1,7
"1425",0,2016-10-15,"Towson (MD)","Dartmouth (NH)",17,20,0,7
"1426",0,2016-10-15,"Villanova (PA)","Richmond (VA)",0,23,0,7
"1427",1,2016-10-15,"William & Mary (VA)","Delaware",24,17,1,7
"1428",1,2016-10-15,"Coastal Carolina (SC)","Gardner-Webb (NC)",17,7,0,7
"1429",0,2016-10-15,"Brown (RI)","Princeton (NJ)",7,31,0,7
"1430",0,2016-10-15,"Columbia (NY)","Pennsylvania",10,35,0,7
"1431",0,2016-10-15,"Harvard (MA)","Holy Cross (MA)",17,27,0,7
"1432",1,2016-10-15,"Pennsylvania","Columbia (NY)",35,10,1,7
"1433",1,2016-10-15,"Princeton (NJ)","Brown (RI)",31,7,1,7
"1434",1,2016-10-15,"Dartmouth (NH)","Towson (MD)",20,17,1,7
"1435",1,2016-10-15,"Maine","SUNY-Albany (NY)",20,16,1,7
"1436",0,2016-10-15,"Bethune-Cookman (FL)","North Carolina A&T",35,52,1,7
"1437",1,2016-10-15,"Florida A&M","Delaware St.",41,27,0,7
"1438",0,2016-10-15,"Delaware St.","Florida A&M",27,41,1,7
"1439",1,2016-10-15,"Hampton (VA)","Morgan St. (MD)",21,12,1,7
"1440",0,2016-10-15,"Howard (DC)","South Carolina St.",9,14,1,7
"1441",0,2016-10-15,"Morgan St. (MD)","Hampton (VA)",12,21,0,7
"1442",0,2016-10-15,"Cornell (NY)","Sacred Heart (CT)",24,31,1,7
"1443",1,2016-10-15,"South Carolina St.","Howard (DC)",14,9,0,7
"1444",0,2016-10-15,"Yale (CT)","Fordham (NY)",37,44,0,7
"1445",1,2016-10-15,"Illinois St.","Southern Illinois",31,28,1,7
"1446",0,2016-10-15,"Savannah St. (GA)","North Carolina Central",3,33,0,7
"1447",0,2016-10-15,"North Dakota St.","South Dakota St.",17,19,1,7
"1448",0,2016-10-15,"Missouri St.","Western Illinois",35,38,1,7
"1449",0,2016-10-15,"Northern Iowa","Youngstown St. (OH)",10,14,0,7
"1450",1,2016-10-15,"South Dakota","Indiana St.",33,30,0,7
"1451",1,2016-10-15,"South Dakota St.","North Dakota St.",19,17,0,7
"1452",1,2016-10-15,"North Carolina Central","Savannah St. (GA)",33,3,1,7
"1453",1,2016-10-15,"Youngstown St. (OH)","Northern Iowa",14,10,1,7
"1454",1,2016-10-15,"Western Illinois","Missouri St.",38,35,0,7
"1455",0,2016-10-15,"Southern Illinois","Illinois St.",28,31,0,7
"1456",0,2016-10-15,"Central Connecticut St.","Wagner (NY)",21,25,1,7
"1457",1,2016-10-15,"North Carolina A&T","Bethune-Cookman (FL)",52,35,0,7
